body,fake
No other country is having a second wave of COVID-19 because they are not trying to unseat a President in November.,1
Quotes Dr. Denis Mukwege as saying he resigned from the Congolese coronavirus response team because he was ordered to fabricate COVID-19 case and death numbers.,1
To children and the vast majority of young and middle-aged adults and the vast majority of teachers- (the coronavirus) poses virtually zero threat.,1
Says COVID-19 testing could be done with mouth swabs- so maybe deeper swabbing is implanting something.,1
Lists eight wealthy politicians and public figures who got millions (or close to it) in PPP loans.,1
The CDC may have to stop calling COVID-19 an 'epidemic' due to a remarkably low death rate.,1
There is no science or data to suggest that kids are at risk from COVID.,1
New Zealand let health experts rather than politicians make decisions about how to deal with COVID-19- and as of today they have zero COVID cases.,1
Higher education is one of America's strongest export sectors. Over 1 million international students studied at American universities- (in the) 2018-19 school year. They contributed over $40 billion to the economy.,1
Multiple studies all said for decades- masks do not work with viruses.,1
A patient discharge document proves that The WHO and CDC do NOT recommend that healthy people wear masks.,1
Says Democratic leaders aren't wearing masks or social distancing in private,1
Dr. Fauci: No reason to be wearing a mask.,1
People carrying guns can't wear face masks to protect against the coronavirus because it's a class 4 felony.,1
Says Anthony Fauci is married to Ghislaine Maxwell's sister.,1
New York state hospitals reporting thousands of fungus lung infections due to wearing a mask!!,1
COVID19 PCR tests are scientifically meaningless.,1
Federal aid for state and local governments through a proposed coronavirus relief bill would amount to half of what the Republicans put onto the national debt.,1
Says 99% of COVID-19 cases are totally harmless.,1
Covid is never going away! This is the beach today in Raleigh- North Carolina.,1
People are starting to enter ERs with fungal lung infections from wearing masks!!,1
Says BBC prematurely reported Ghislaine Maxwell moved to intensive care as coronavirus symptoms worsen.,1
A study showed that over 1 million people in North Carolina have now been exposed to the virus.,1
The CDC tried to develop clear guidelines about what the stages of re-opening should look like -- the administration delayed and scaled them back.,1
I would do press events in May- I would never be asked about coronavirus.'',1
Nurses submitting coronavirus tests say they all are coming back positive.,1
Oklahoma 100% coronavirus test rate after Trump Tulsa rally.,1
Video of man using an air-quality monitor proves that people are not getting enough oxygen while wearing masks,1
The (COVID-19) cases are going up- but it's because the testing is going up.,1
Says Donald Trump used farmers' struggles to push through a multi-billion dollar bailout program that was nothing more than a handout for large agricultural companies.,1
COVID-19's contagion probability between two people is 70% if the carrier is not masked- 5% if the carrier is masked- and 1.5% if both parties are.,1
Four kids who took the coronavirus vaccine died immediately.,1
Says Gov. Tony Evers removed the American flag from the Capitol building,1
If you are licensed to carry a concealed weapon- wearing a face covering for coronavirus removes your conceal carry ability.,1
Says Sarah Huckabee Sanders tweeted- It's 'odd' that the ANTIFA insurgency happened just as COVID-19 loses steam It's 'odd' that COVID-19 happened the moment impeachment failed. It's 'odd' that impeachment happened the moment Russian hoax failed. The Russian hoax happened because Hillary lost? Notice the pattern?,1
In North Carolina- you can be charged with a class H felony for wearing a mask and concealed carrying.,1
A face mask exempt card allows you to cite the ADA and not wear a mask.,1
Hays County in Central Texas has seen an incredible 845% increase in (COVID-19) cases since June 7.,1
Google and Apple put a covid tracker on every phone.,1
OSHA says masks don't work to reduce COVID-19 transmission and violate OSHA oxygen levels.,1
North Carolina is one of four states that hasn't opened gyms.,1
As of June 23- the COVID-19 death rate is way down.,1
COVID-19 cases are up only because of our big number testing.,1
Says President Trump said coronavirus testing makes the U.S. look bad- so I said to my people- 'Slow the testing down.',1
Gov. Gavin Newsom has no legal authority to make wearing face coverings mandatory in California.,1
Says Alexandria Ocasio-Cortez tweeted- It's vital that Governors maintain restrictions on businesses until after the November Elections because economic recovery will help Trump be re-elected. A few business closures or job losses is a small price to pay to be free from his presidency. #KeepUsClosed.,1
Joe Biden and the Democrats want to prosecute Americans for going to church- but not for burning a church.,1
Six months before the COVID 'plandemic-' Bill Gates had negotiated a $100 billion contact tracing deal with (the) Democratic congressman sponsor of bill.,1
Significantly more people died of Covid-19 in two months than died of overdoses all of last year or the year before.,1
If we stopped testing right now- we'd have very few cases- if any.,1
There are state workers who are idle at home during the coronavirus pandemic.,1
Says news stories referencing 322 and COVID-19 are proof cases are being synchronized,1
In COVID-19 crisis- only 20% of African Americans had jobs where they could work from home.,1
The CDC just confirmed a 0.2% death-rate for COVID19.,1
In a very real sense- (Oklahoma has) flattened the curve. ... The number of cases in Oklahoma -- it's declined precipitously.,1
FREE HORSES!!!! 52 thoroughbred horses need homes. Will go to Sugarcreek this Sat. for slaughter. Gentleman died due to COVID-19 and his son wants nothing to do with them.,1
George Floyd's 'murder' filmed before COVID-19.,1
Corona Virus claims a black belt. Chuck Norris- Dead at 80.,1
N95 masks block few- if any COVID-19 particles due to their size.,1
Why did the state do that with COVID patients in nursing homes? It's because the state followed President Trump's CDC guidance.,1
Wearing masks for the coronavirus decreases oxygen intake- increases toxin inhalation- shuts down immune system- increases virus risk- scientifically inaccurate- effectiveness not studied.,1
Infection rates in Allegany- Cattaraugus and Chautauqua counties have consistently been among the lowest in the state.,1
The World Health Organization now admits that asymptomatic transmission of COVID-19 is very rare.,1
